card_id,pokemon_name,pokedex_number,types,rarity,artist,image_url,community_score,llm_score,feature_bonus,final_cuteness,cuteness_tier,llm_reason
xy12-47,Gastly,92.0,Psychic,Common,Keiji Kinebuchi,https://images.pokemontcg.io/xy12/47_hires.png,7.2,5.0,1.5,6.8718,B,
hgss1-27,Persian,53.0,Colorless,Rare,Kagemaru Himeno,https://images.pokemontcg.io/hgss1/27_hires.png,8.7,5.0,0.0,6.8718,B,
sm7-121,Delcatty,301.0,Colorless,Rare Holo,Sekio,https://images.pokemontcg.io/sm7/121_hires.png,8.7,5.0,0.0,6.8718,B,
me2pt5-37,Raboot,814.0,Fire,Common,aspara,https://images.scrydex.com/pokemon/me2pt5-37/large,8.7,5.0,0.0,6.8718,B,
swsh8-211,Delcatty,301.0,Colorless,Uncommon,kirisAki,https://images.pokemontcg.io/swsh8/211_hires.png,8.7,5.0,0.0,6.8718,B,
ex13-48,Persian δ,53.0,"Darkness, Metal",Uncommon,Midori Harada,https://images.pokemontcg.io/ex13/48_hires.png,8.7,5.0,0.0,6.8718,B,
me2-54,Gastly,92.0,Darkness,Common,Saboteri,https://images.pokemontcg.io/me2/54_hires.png,7.2,5.0,1.5,6.8718,B,
neo2-53,Caterpie,10.0,Grass,Common,Yuka Morii,https://images.pokemontcg.io/neo2/53_hires.png,7.2,5.0,1.5,6.8718,B,
xy10-12,Braixen,654.0,Fire,Uncommon,kirisAki,https://images.pokemontcg.io/xy10/12_hires.png,8.7,5.0,0.0,6.8718,B,
xy0-9,Braixen,654.0,Fire,,5ban Graphics,https://images.pokemontcg.io/xy0/9_hires.png,8.7,5.0,0.0,6.8718,B,
swsh6-27,Raboot,814.0,Fire,Uncommon,Souichirou Gunjima,https://images.pokemontcg.io/swsh6/27_hires.png,8.7,5.0,0.0,6.8718,B,
sv3pt5-10,Caterpie,10.0,Grass,Common,Tika Matsuno,https://images.pokemontcg.io/sv3pt5/10_hires.png,7.2,5.0,1.5,6.8718,B,
swsh6-73,Hatterene,858.0,Psychic,Rare Holo,chibi,https://images.pokemontcg.io/swsh6/73_hires.png,8.2,5.0,0.5,6.8718,B,
dp6-23,Delcatty,301.0,Colorless,Rare,Kagemaru Himeno,https://images.pokemontcg.io/dp6/23_hires.png,8.7,5.0,0.0,6.8718,B,
pl4-36,Gastly,92.0,Psychic,Uncommon,kawayoo,https://images.pokemontcg.io/pl4/36_hires.png,7.2,5.0,1.5,6.8718,B,
ex6-56,Caterpie,10.0,Grass,Common,Atsuko Nishida,https://images.pokemontcg.io/ex6/56_hires.png,7.2,5.0,1.5,6.8718,B,
swsh11-64,Gastly,92.0,Psychic,Common,Tika Matsuno,https://images.pokemontcg.io/swsh11/64_hires.png,7.2,5.0,1.5,6.8718,B,
xy7-62,Persian,53.0,Colorless,Common,Mitsuhiro Arita,https://images.pokemontcg.io/xy7/62_hires.png,8.7,5.0,0.0,6.8718,B,
sm4-36,Gastly,92.0,Psychic,Common,Shibuzoh.,https://images.pokemontcg.io/sm4/36_hires.png,7.2,5.0,1.5,6.8718,B,
xy1-25,Braixen,654.0,Fire,Uncommon,5ban Graphics,https://images.pokemontcg.io/xy1/25_hires.png,8.7,5.0,0.0,6.8718,B,
swsh1-83,Gastly,92.0,Psychic,Common,Taira Akitsu,https://images.pokemontcg.io/swsh1/83_hires.png,7.2,5.0,1.5,6.8718,B,
swsh6-55,Gastly,92.0,Psychic,Common,Motofumi Fujiwara,https://images.pokemontcg.io/swsh6/55_hires.png,7.2,5.0,1.5,6.8718,B,
dp1-82,Gastly,92.0,Psychic,Common,Kouki Saitou,https://images.pokemontcg.io/dp1/82_hires.png,7.2,5.0,1.5,6.8718,B,
smp-SM132,Delcatty,301.0,Colorless,Promo,0313,https://images.pokemontcg.io/smp/SM132_hires.png,8.7,5.0,0.0,6.8718,B,
swshp-SWSH081,Polteageist,855.0,Psychic,Promo,Misa Tsutsui,https://images.pokemontcg.io/swshp/SWSH081_hires.png,8.2,5.0,0.5,6.8718,B,
swsh3-83,Polteageist,855.0,Psychic,Uncommon,kirisAki,https://images.pokemontcg.io/swsh3/83_hires.png,8.2,5.0,0.5,6.8718,B,
swsh2-1,Caterpie,10.0,Grass,Common,Uta,https://images.pokemontcg.io/swsh2/1_hires.png,7.2,5.0,1.5,6.8718,B,
base1-45,Caterpie,10.0,Grass,Common,Ken Sugimori,https://images.pokemontcg.io/base1/45_hires.png,7.2,5.0,1.5,6.8718,B,
me1-27,Raboot,814.0,Fire,Common,,https://images.pokemontcg.io/me1/27_hires.png,8.7,5.0,0.0,6.8718,B,
g1-33,Gastly,92.0,Psychic,Common,kodama,https://images.pokemontcg.io/g1/33_hires.png,7.2,5.0,1.5,6.8718,B,
ecard1-109,Gastly,92.0,Psychic,Common,Yukiko Baba,https://images.pokemontcg.io/ecard1/109_hires.png,7.2,5.0,1.5,6.8718,B,
sm9-126,Persian,53.0,Colorless,Uncommon,Yukiko Baba,https://images.pokemontcg.io/sm9/126_hires.png,8.7,5.0,0.0,6.8718,B,
swsh8-200,Persian,53.0,Colorless,Uncommon,Lee HyunJung,https://images.pokemontcg.io/swsh8/200_hires.png,8.7,5.0,0.0,6.8718,B,
xy8-26,Braixen,654.0,Fire,Uncommon,kawayoo,https://images.pokemontcg.io/xy8/26_hires.png,8.7,5.0,0.0,6.8718,B,
sv5-131,Delcatty,301.0,Colorless,Uncommon,Keisin,https://images.pokemontcg.io/sv5/131_hires.png,8.7,5.0,0.0,6.8718,B,
bw7-114,Delcatty,301.0,Colorless,Uncommon,Shin Nagasawa,https://images.pokemontcg.io/bw7/114_hires.png,8.7,5.0,0.0,6.8718,B,
swsh12pt5gg-GG47,Hatterene VMAX,858.0,Psychic,Rare Holo VMAX,sui,https://images.pokemontcg.io/swsh12pt5gg/GG47_hires.png,8.2,5.0,0.5,6.8718,B,
sv5-102,Gastly,92.0,Darkness,Common,Fujimoto Gold,https://images.pokemontcg.io/sv5/102_hires.png,7.2,5.0,1.5,6.8718,B,
sm3-102,Persian,53.0,Colorless,Rare,Sekio,https://images.pokemontcg.io/sm3/102_hires.png,8.7,5.0,0.0,6.8718,B,
swsh2-85,Hatterene,858.0,Psychic,Rare Holo,Kagemaru Himeno,https://images.pokemontcg.io/swsh2/85_hires.png,8.2,5.0,0.5,6.8718,B,
ecard1-96,Caterpie,10.0,Grass,Common,Miki Tanaka,https://images.pokemontcg.io/ecard1/96_hires.png,7.2,5.0,1.5,6.8718,B,
sv5-177,Gastly,92.0,Darkness,Illustration Rare,Mousho,https://images.pokemontcg.io/sv5/177_hires.png,7.2,5.0,1.5,6.8718,B,
swsh1-90,Polteageist,855.0,Psychic,Rare,Shin Nagasawa,https://images.pokemontcg.io/swsh1/90_hires.png,8.2,5.0,0.5,6.8718,B,
swsh12-26,Braixen,654.0,Fire,Uncommon,Ligton,https://images.pokemontcg.io/swsh12/26_hires.png,8.7,5.0,0.0,6.8718,B,
me2pt5-123,Gastly,92.0,Darkness,Common,Saboteri,https://images.scrydex.com/pokemon/me2pt5-123/large,7.2,5.0,1.5,6.8718,B,
xy11-89,Persian,53.0,Colorless,Uncommon,Anesaki Dynamic,https://images.pokemontcg.io/xy11/89_hires.png,8.7,5.0,0.0,6.8718,B,
swsh8-1,Caterpie,10.0,Grass,Common,Mitsuhiro Arita,https://images.pokemontcg.io/swsh8/1_hires.png,7.2,5.0,1.5,6.8718,B,
g1-3,Caterpie,10.0,Grass,Common,Sumiyoshi Kizuki,https://images.pokemontcg.io/g1/3_hires.png,7.2,5.0,1.5,6.8718,B,
xy5-114,Delcatty,301.0,Colorless,Rare,Atsuko Nishida,https://images.pokemontcg.io/xy5/114_hires.png,8.7,5.0,0.0,6.8718,B,
ex16-8,Delcatty,301.0,Colorless,Rare Holo,Masakazu Fukuda,https://images.pokemontcg.io/ex16/8_hires.png,8.7,5.0,0.0,6.8718,B,
sv3-98,Polteageist,855.0,Psychic,Uncommon,Megumi Mizutani,https://images.pokemontcg.io/sv3/98_hires.png,8.2,5.0,0.5,6.8718,B,
xy1-105,Delcatty,301.0,Colorless,Uncommon,Suwama Chiaki,https://images.pokemontcg.io/xy1/105_hires.png,8.7,5.0,0.0,6.8718,B,
sm1-40,Brionne,729.0,Water,Uncommon,Saya Tsuruta,https://images.pokemontcg.io/sm1/40_hires.png,8.7,5.0,0.0,6.8718,B,
ex2-34,Delcatty,301.0,Colorless,Uncommon,Midori Harada,https://images.pokemontcg.io/ex2/34_hires.png,8.7,5.0,0.0,6.8718,B,
xy2-1,Caterpie,10.0,Grass,Common,Sumiyoshi Kizuki,https://images.pokemontcg.io/xy2/1_hires.png,7.2,5.0,1.5,6.8718,B,
swsh35-20,Hatterene,858.0,Psychic,Rare Holo,Naoki Saito,https://images.pokemontcg.io/swsh35/20_hires.png,8.2,5.0,0.5,6.8718,B,
sm115-1,Caterpie,10.0,Grass,Common,tetsuya koizumi,https://images.pokemontcg.io/sm115/1_hires.png,7.2,5.0,1.5,6.8718,B,
sv6pt5-78,Persian,53.0,Colorless,Illustration Rare,,https://images.pokemontcg.io/sv6pt5/78_hires.png,8.7,5.0,0.0,6.8718,B,
me3-48,Gastly,92.0,Darkness,Common,,https://images.scrydex.com/pokemon/me3-48/large,7.2,5.0,1.5,6.8718,B,
mcd19-1,Caterpie,10.0,Grass,,Sekio,https://images.pokemontcg.io/mcd19/1_hires.png,7.2,5.0,1.5,6.8718,B,
sm3-1,Caterpie,10.0,Grass,Common,Sekio,https://images.pokemontcg.io/sm3/1_hires.png,7.2,5.0,1.5,6.8718,B,
base4-56,Persian,53.0,Colorless,Uncommon,Kagemaru Himeno,https://images.pokemontcg.io/base4/56_hires.png,8.7,5.0,0.0,6.8718,B,
ex14-91,Delcatty ex,301.0,Colorless,Rare Holo EX,Shizurow,https://images.pokemontcg.io/ex14/91_hires.png,8.7,5.0,0.0,6.8718,B,
sv7-27,Raboot,814.0,Fire,Common,,https://images.pokemontcg.io/sv7/27_hires.png,8.7,5.0,0.0,6.8718,B,
ex1-29,Delcatty,301.0,Colorless,Uncommon,Ken Sugimori,https://images.pokemontcg.io/ex1/29_hires.png,8.7,5.0,0.0,6.8718,B,
swsh12-145,Lopunny,428.0,Colorless,Uncommon,Ryuta Fuse,https://images.pokemontcg.io/swsh12/145_hires.png,8.6,5.0,0.0,6.7692,B,
ex15-93,Gardevoir ex δ,282.0,Fire,Rare Holo EX,Masahiko Ishii,https://images.pokemontcg.io/ex15/93_hires.png,8.6,5.0,0.0,6.7692,B,
dp1-30,Lopunny,428.0,Colorless,Rare,Kagemaru Himeno,https://images.pokemontcg.io/dp1/30_hires.png,8.6,5.0,0.0,6.7692,B,
sm5-107,Lopunny,428.0,Colorless,Uncommon,Kagemaru Himeno,https://images.pokemontcg.io/sm5/107_hires.png,8.6,5.0,0.0,6.7692,B,
bw4-57,Gardevoir,282.0,Psychic,Rare Holo,Mizue,https://images.pokemontcg.io/bw4/57_hires.png,8.6,5.0,0.0,6.7692,B,
bw7-117,Lopunny,428.0,Colorless,Uncommon,TOKIYA,https://images.pokemontcg.io/bw7/117_hires.png,8.6,5.0,0.0,6.7692,B,
bw11-RC10,Gardevoir,282.0,Psychic,Uncommon,Atsuko Nishida,https://images.pokemontcg.io/bw11/RC10_hires.png,8.6,5.0,0.0,6.7692,B,
bw5-109,Gardevoir,282.0,Psychic,Rare Secret,5ban Graphics,https://images.pokemontcg.io/bw5/109_hires.png,8.6,5.0,0.0,6.7692,B,
sv4pt5-217,Gardevoir ex,282.0,Psychic,Shiny Ultra Rare,N-DESIGN Inc.,https://images.pokemontcg.io/sv4pt5/217_hires.png,8.6,5.0,0.0,6.7692,B,
sv4pt5-233,Gardevoir ex,282.0,Psychic,Special Illustration Rare,Kuroimori,https://images.pokemontcg.io/sv4pt5/233_hires.png,8.6,5.0,0.0,6.7692,B,
ex2-96,Gardevoir ex,282.0,Psychic,Rare Holo EX,Hikaru Koike,https://images.pokemontcg.io/ex2/96_hires.png,8.6,5.0,0.0,6.7692,B,
swsh12-69,Gardevoir,282.0,Psychic,Rare,Mitsuhiro Arita,https://images.pokemontcg.io/swsh12/69_hires.png,8.6,5.0,0.0,6.7692,B,
ex1-7,Gardevoir,282.0,Psychic,Rare Holo,Ken Sugimori,https://images.pokemontcg.io/ex1/7_hires.png,8.6,5.0,0.0,6.7692,B,
ex16-9,Gardevoir,282.0,Psychic,Rare Holo,Midori Harada,https://images.pokemontcg.io/ex16/9_hires.png,8.6,5.0,0.0,6.7692,B,
dp6-33,Lopunny,428.0,Colorless,Rare,Kouki Saitou,https://images.pokemontcg.io/dp6/33_hires.png,8.6,5.0,0.0,6.7692,B,
sv1-86,Gardevoir ex,282.0,Psychic,Double Rare,N-DESIGN Inc.,https://images.pokemontcg.io/sv1/86_hires.png,8.6,5.0,0.0,6.7692,B,
swsh8-213,Lopunny,428.0,Colorless,Uncommon,AKIRA EGAWA,https://images.pokemontcg.io/swsh8/213_hires.png,8.6,5.0,0.0,6.7692,B,
dp3-131,Gardevoir LV.X,282.0,Psychic,Rare Holo LV.X,Ryo Ueda,https://images.pokemontcg.io/dp3/131_hires.png,8.6,5.0,0.0,6.7692,B,
pl1-8,Gardevoir,282.0,Psychic,Rare Holo,Kouki Saitou,https://images.pokemontcg.io/pl1/8_hires.png,8.6,5.0,0.0,6.7692,B,
swsh10tg-TG05,Gardevoir,282.0,Psychic,Trainer Gallery Rare Holo,Sanosuke Sakuma,https://images.pokemontcg.io/swsh10tg/TG05_hires.png,8.6,5.0,0.0,6.7692,B,
swsh6-61,Gardevoir,282.0,Psychic,Rare Holo,kodama,https://images.pokemontcg.io/swsh6/61_hires.png,8.6,5.0,0.0,6.7692,B,
sv4pt5-29,Gardevoir ex,282.0,Psychic,Double Rare,N-DESIGN Inc.,https://images.pokemontcg.io/sv4pt5/29_hires.png,8.6,5.0,0.0,6.7692,B,
pop9-9,Lopunny,428.0,Colorless,Uncommon,Midori Harada,https://images.pokemontcg.io/pop9/9_hires.png,8.6,5.0,0.0,6.7692,B,
sv8pt5-84,Lopunny,428.0,Colorless,Common,,https://images.pokemontcg.io/sv8pt5/84_hires.png,8.6,5.0,0.0,6.7692,B,
swsh35-17,Gardevoir VMAX,282.0,Psychic,Rare Holo VMAX,5ban Graphics,https://images.pokemontcg.io/swsh35/17_hires.png,8.6,5.0,0.0,6.7692,B,
ex11-6,Gardevoir δ,282.0,"Psychic, Metal",Rare Holo,Mitsuhiro Arita,https://images.pokemontcg.io/ex11/6_hires.png,8.6,5.0,0.0,6.7692,B,
pl4-21,Lopunny,428.0,Colorless,Rare,Kyoko Umemoto,https://images.pokemontcg.io/pl4/21_hires.png,8.6,5.0,0.0,6.7692,B,
sv1-228,Gardevoir ex,282.0,Psychic,Ultra Rare,N-DESIGN Inc.,https://images.pokemontcg.io/sv1/228_hires.png,8.6,5.0,0.0,6.7692,B,
sv1-245,Gardevoir ex,282.0,Psychic,Special Illustration Rare,Jiro Sasumo,https://images.pokemontcg.io/sv1/245_hires.png,8.6,5.0,0.0,6.7692,B,
dp3-7,Gardevoir,282.0,Psychic,Rare Holo,Atsuko Nishida,https://images.pokemontcg.io/dp3/7_hires.png,8.6,5.0,0.0,6.7692,B,
me1-108,Lopunny,428.0,Colorless,Common,,https://images.pokemontcg.io/me1/108_hires.png,8.6,5.0,0.0,6.7692,B,
pl3-63,Lopunny,428.0,Colorless,Uncommon,Kanako Eo,https://images.pokemontcg.io/pl3/63_hires.png,8.6,5.0,0.0,6.7692,B,
cel25c-93_A,Gardevoir ex δ,282.0,Fire,Classic Collection,Masahiko Ishii,https://images.pokemontcg.io/cel25c/93_A_hires.png,8.6,5.0,0.0,6.7692,B,
ex9-4,Gardevoir,282.0,Psychic,Rare Holo,Kagemaru Himeno,https://images.pokemontcg.io/ex9/4_hires.png,8.6,5.0,0.0,6.7692,B,
swsh12tg-TG05,Gardevoir,282.0,Psychic,Trainer Gallery Rare Holo,AKIRA EGAWA,https://images.pokemontcg.io/swsh12tg/TG05_hires.png,8.6,5.0,0.0,6.7692,B,
base3-15,Zapdos,145.0,Lightning,Rare Holo,Mitsuhiro Arita,https://images.pokemontcg.io/base3/15_hires.png,7.5,5.0,1.0,6.6667,B,
me3-11,Dartrix,723.0,Grass,Common,,https://images.scrydex.com/pokemon/me3-11/large,8.5,5.0,0.0,6.6667,B,
me3-24,Aurorus,699.0,Water,Rare,,https://images.scrydex.com/pokemon/me3-24/large,8.5,5.0,0.0,6.6667,B,
np-33,Zapdos ex,145.0,Lightning,Promo,K. Hoshiba,https://images.pokemontcg.io/np/33_hires.png,7.5,5.0,1.0,6.6667,B,
ex6-37,Lickitung,108.0,Colorless,Uncommon,Sumiyoshi Kizuki,https://images.pokemontcg.io/ex6/37_hires.png,7.5,5.0,1.0,6.6667,B,
me3-17,Turtonator,776.0,Fire,Uncommon,,https://images.scrydex.com/pokemon/me3-17/large,7.5,5.0,1.0,6.6667,B,
sm3-38,Bruxish,779.0,Water,Rare,Masakazu Fukuda,https://images.pokemontcg.io/sm3/38_hires.png,7.5,5.0,1.0,6.6667,B,
base3-30,Zapdos,145.0,Lightning,Rare,Mitsuhiro Arita,https://images.pokemontcg.io/base3/30_hires.png,7.5,5.0,1.0,6.6667,B,
sm12-98,Dhelmise,781.0,Psychic,Uncommon,Midori Harada,https://images.pokemontcg.io/sm12/98_hires.png,7.5,5.0,1.0,6.6667,B,
swshp-SWSH264,Zeraora VMAX,807.0,Lightning,Promo,N-DESIGN Inc.,https://images.pokemontcg.io/swshp/SWSH264_hires.png,8.5,5.0,0.0,6.6667,B,
swshp-SWSH265,Zeraora VSTAR,807.0,Lightning,Promo,aky CG Works,https://images.pokemontcg.io/swshp/SWSH265_hires.png,8.5,5.0,0.0,6.6667,B,
swshp-SWSH270,Rapidash,78.0,Fire,Promo,aoki,https://images.pokemontcg.io/swshp/SWSH270_hires.png,8.5,5.0,0.0,6.6667,B,
mcd22-12,Bewear,760.0,Fighting,,Shigenori Negishi,https://images.pokemontcg.io/mcd22/12_hires.png,8.5,5.0,0.0,6.6667,B,
bw11-46,Zapdos,145.0,Lightning,Rare Holo,Kouki Saitou,https://images.pokemontcg.io/bw11/46_hires.png,7.5,5.0,1.0,6.6667,B,
sm75-40a,Altaria,334.0,Dragon,Rare Holo,Shin Nagasawa,https://images.pokemontcg.io/sm75/40a_hires.png,8.5,5.0,0.0,6.6667,B,
sma-SV37,Altaria,334.0,Dragon,Rare Shiny,kirisAki,https://images.pokemontcg.io/sma/SV37_hires.png,8.5,5.0,0.0,6.6667,B,
swsh12pt5-74,Lycanroc,745.0,Fighting,Rare,kodama,https://images.pokemontcg.io/swsh12pt5/74_hires.png,8.5,5.0,0.0,6.6667,B,
pl4-28,Rapidash,78.0,Fire,Rare,Lee HyunJung,https://images.pokemontcg.io/pl4/28_hires.png,8.5,5.0,0.0,6.6667,B,
swsh4-95,Lycanroc,745.0,Fighting,Rare,Anesaki Dynamic,https://images.pokemontcg.io/swsh4/95_hires.png,8.5,5.0,0.0,6.6667,B,
sv6-201,Blissey ex,242.0,Colorless,Ultra Rare,PLANETA Tsuji,https://images.pokemontcg.io/sv6/201_hires.png,8.5,5.0,0.0,6.6667,B,
sv6pt5-4,Dartrix,723.0,Grass,Common,,https://images.pokemontcg.io/sv6pt5/4_hires.png,8.5,5.0,0.0,6.6667,B,
bw10-102,Exeggcute,102.0,Grass,Rare Secret,5ban Graphics,https://images.pokemontcg.io/bw10/102_hires.png,7.0,5.0,1.5,6.6667,B,
swsh1-29,Turtonator,776.0,Fire,Rare,KEIICHIRO ITO,https://images.pokemontcg.io/swsh1/29_hires.png,7.5,5.0,1.0,6.6667,B,
sv2-117,Lycanroc ex,745.0,Fighting,Double Rare,kawayoo,https://images.pokemontcg.io/sv2/117_hires.png,8.5,5.0,0.0,6.6667,B,
sv2-118,Passimian,766.0,Fighting,Uncommon,Jerky,https://images.pokemontcg.io/sv2/118_hires.png,7.5,5.0,1.0,6.6667,B,
swsh1-36,Cinderace,815.0,Fire,Rare,Shin Nagasawa,https://images.pokemontcg.io/swsh1/36_hires.png,8.5,5.0,0.0,6.6667,B,
dp1-59,Rapidash,78.0,Fire,Uncommon,Naoyo Kimura,https://images.pokemontcg.io/dp1/59_hires.png,8.5,5.0,0.0,6.6667,B,
ecard3-21,Moltres,146.0,Fire,Rare,Kouki Saitou,https://images.pokemontcg.io/ecard3/21_hires.png,7.5,5.0,1.0,6.6667,B,
xy3-26,Aurorus,699.0,Water,Rare,5ban Graphics,https://images.pokemontcg.io/xy3/26_hires.png,8.5,5.0,0.0,6.6667,B,
zsv10pt5-92,Lilligant,549.0,Grass,Illustration Rare,En Morikura,https://images.pokemontcg.io/zsv10pt5/92_hires.png,8.5,5.0,0.0,6.6667,B,
sv2-256,Meowscarada ex,908.0,Grass,Special Illustration Rare,Kouki Saitou,https://images.pokemontcg.io/sv2/256_hires.png,8.5,5.0,0.0,6.6667,B,
sv2-231,Meowscarada ex,908.0,Grass,Ultra Rare,5ban Graphics,https://images.pokemontcg.io/sv2/231_hires.png,8.5,5.0,0.0,6.6667,B,
smp-SM12,Passimian,766.0,Fighting,Promo,Naoki Saito,https://images.pokemontcg.io/smp/SM12_hires.png,7.5,5.0,1.0,6.6667,B,
ex6-13,Rapidash,78.0,Fire,Rare Holo,Ken Sugimori,https://images.pokemontcg.io/ex6/13_hires.png,8.5,5.0,0.0,6.6667,B,
sv3-14,Dartrix,723.0,Grass,Uncommon,sui,https://images.pokemontcg.io/sv3/14_hires.png,8.5,5.0,0.0,6.6667,B,
swsh1-57,Drizzile,817.0,Water,Uncommon,Mizue,https://images.pokemontcg.io/swsh1/57_hires.png,8.5,5.0,0.0,6.6667,B,
ecard2-31,Rapidash,78.0,Fire,Rare,Kouki Saitou,https://images.pokemontcg.io/ecard2/31_hires.png,8.5,5.0,0.0,6.6667,B,
hgss1-63,Exeggcute,102.0,Psychic,Common,Miki Tanaka,https://images.pokemontcg.io/hgss1/63_hires.png,7.0,5.0,1.5,6.6667,B,
sv2-241,Lycanroc ex,745.0,Fighting,Ultra Rare,Ayaka Yoshida,https://images.pokemontcg.io/sv2/241_hires.png,8.5,5.0,0.0,6.6667,B,
swsh7-10,Lilligant,549.0,Grass,Rare,Kagemaru Himeno,https://images.pokemontcg.io/swsh7/10_hires.png,8.5,5.0,0.0,6.6667,B,
sm12-19,Dartrix,723.0,Grass,Uncommon,Akira Komayama,https://images.pokemontcg.io/sm12/19_hires.png,8.5,5.0,0.0,6.6667,B,
sv2-84,Wigglytuff,40.0,Psychic,Rare,Hitoshi Ariga,https://images.pokemontcg.io/sv2/84_hires.png,8.5,5.0,0.0,6.6667,B,
base4-19,Wigglytuff,40.0,Colorless,Rare Holo,Mitsuhiro Arita,https://images.pokemontcg.io/base4/19_hires.png,8.5,5.0,0.0,6.6667,B,
swsh8-45,Cinderace VMAX,815.0,Fire,Rare Holo VMAX,5ban Graphics,https://images.pokemontcg.io/swsh8/45_hires.png,8.5,5.0,0.0,6.6667,B,
me1-4,Exeggcute,102.0,Grass,Common,,https://images.pokemontcg.io/me1/4_hires.png,7.0,5.0,1.5,6.6667,B,
me1-18,Dhelmise,781.0,Grass,Common,,https://images.pokemontcg.io/me1/18_hires.png,7.5,5.0,1.0,6.6667,B,
me1-28,Cinderace,815.0,Fire,Rare,,https://images.pokemontcg.io/me1/28_hires.png,8.5,5.0,0.0,6.6667,B,
swsh7-92,Lycanroc VMAX,745.0,Fighting,Rare Holo VMAX,Mitsuhiro Arita,https://images.pokemontcg.io/swsh7/92_hires.png,8.5,5.0,0.0,6.6667,B,
sm9-21,Torracat,726.0,Fire,Uncommon,Sanosuke Sakuma,https://images.pokemontcg.io/sm9/21_hires.png,8.5,5.0,0.0,6.6667,B,
swsh7-106,Altaria,334.0,Dragon,Rare,Misa Tsutsui,https://images.pokemontcg.io/swsh7/106_hires.png,8.5,5.0,0.0,6.6667,B,
base6-19,Zapdos,145.0,Lightning,Rare Holo,Ken Sugimori,https://images.pokemontcg.io/base6/19_hires.png,7.5,5.0,1.0,6.6667,B,
swsh7-213,Lycanroc VMAX,745.0,Fighting,Rare Rainbow,Mitsuhiro Arita,https://images.pokemontcg.io/swsh7/213_hires.png,8.5,5.0,0.0,6.6667,B,
sv3-117,Lycanroc,745.0,Fighting,Uncommon,Mitsuhiro Arita,https://images.pokemontcg.io/sv3/117_hires.png,8.5,5.0,0.0,6.6667,B,
smp-SM49,Bewear,760.0,Colorless,Promo,Mitsuhiro Arita,https://images.pokemontcg.io/smp/SM49_hires.png,8.5,5.0,0.0,6.6667,B,
xy7-60,Goodra,706.0,Dragon,Rare Holo,Saya Tsuruta,https://images.pokemontcg.io/xy7/60_hires.png,8.5,5.0,0.0,6.6667,B,
swshp-SWSH115,Passimian,766.0,Fighting,Promo,Teeziro,https://images.pokemontcg.io/swshp/SWSH115_hires.png,7.5,5.0,1.0,6.6667,B,
bw11-22,Moltres,146.0,Fire,Rare Holo,Mitsuhiro Arita,https://images.pokemontcg.io/bw11/22_hires.png,7.5,5.0,1.0,6.6667,B,
zsv10pt5-7,Lilligant,549.0,Grass,Uncommon,mele,https://images.pokemontcg.io/zsv10pt5/7_hires.png,8.5,5.0,0.0,6.6667,B,
neo3-2,Blissey,242.0,Colorless,Rare Holo,Yuka Morii,https://images.pokemontcg.io/neo3/2_hires.png,8.5,5.0,0.0,6.6667,B,
swsh1-35,Cinderace,815.0,Fire,Rare Holo,Naoki Saito,https://images.pokemontcg.io/swsh1/35_hires.png,8.5,5.0,0.0,6.6667,B,
ecard1-26,Rapidash,78.0,Fire,Rare Holo,Kagemaru Himeno,https://images.pokemontcg.io/ecard1/26_hires.png,8.5,5.0,0.0,6.6667,B,
swsh8-111,Wigglytuff,40.0,Psychic,Uncommon,Asako Ito,https://images.pokemontcg.io/swsh8/111_hires.png,8.5,5.0,0.0,6.6667,B,
swsh8-151,Bewear,760.0,Fighting,Uncommon,Shigenori Negishi,https://images.pokemontcg.io/swsh8/151_hires.png,8.5,5.0,0.0,6.6667,B,
smp-SM11,Bruxish,779.0,Water,Promo,Mizue,https://images.pokemontcg.io/smp/SM11_hires.png,7.5,5.0,1.0,6.6667,B,
xy2-15,Rapidash,78.0,Fire,Uncommon,Akira Komayama,https://images.pokemontcg.io/xy2/15_hires.png,8.5,5.0,0.0,6.6667,B,
basep-51,Rapidash,78.0,Fire,Promo,Mitsuhiro Arita,https://images.pokemontcg.io/basep/51_hires.png,8.5,5.0,0.0,6.6667,B,
ex11-52,Rapidash,78.0,Fire,Uncommon,Atsuko Nishida,https://images.pokemontcg.io/ex11/52_hires.png,8.5,5.0,0.0,6.6667,B,
swsh4-34,Dewott,502.0,Water,Uncommon,Megumi Higuchi,https://images.pokemontcg.io/swsh4/34_hires.png,8.5,5.0,0.0,6.6667,B,
swsh8-50,Shellder,90.0,Water,Common,kawayoo,https://images.pokemontcg.io/swsh8/50_hires.png,7.0,5.0,1.5,6.6667,B,
swsh3-12,Dartrix,723.0,Grass,Uncommon,Mitsuhiro Arita,https://images.pokemontcg.io/swsh3/12_hires.png,8.5,5.0,0.0,6.6667,B,
swsh7-73,Florges,671.0,Psychic,Rare Holo,Kagemaru Himeno,https://images.pokemontcg.io/swsh7/73_hires.png,8.5,5.0,0.0,6.6667,B,
swsh6-88,Passimian,766.0,Fighting,Rare,Akira Komayama,https://images.pokemontcg.io/swsh6/88_hires.png,7.5,5.0,1.0,6.6667,B,
swsh6-116,Porygon,137.0,Colorless,Common,ryoma uratsuka,https://images.pokemontcg.io/swsh6/116_hires.png,7.5,5.0,1.0,6.6667,B,
sv3-160,Altaria,334.0,Dragon,Uncommon,kurumitsu,https://images.pokemontcg.io/sv3/160_hires.png,8.5,5.0,0.0,6.6667,B,
